Data,Ano,Mes,NumeroMes,MesAno,Trimestre,Semana,Dia,DiaSemana,NomeDiaSemana,DiaUtil,FimSemana,InicioMes,FimMes
2025-11-04,2025,Novembro,11,2025-11,Q4,45,4,1,Terça,True,False,False,False
2025-11-05,2025,Novembro,11,2025-11,Q4,45,5,2,Quarta,True,False,False,False
2025-11-06,2025,Novembro,11,2025-11,Q4,45,6,3,Quinta,True,False,False,False
2025-11-07,2025,Novembro,11,2025-11,Q4,45,7,4,Sexta,True,False,False,False
2025-11-08,2025,Novembro,11,2025-11,Q4,45,8,5,Sábado,False,True,False,False
2025-11-09,2025,Novembro,11,2025-11,Q4,45,9,6,Domingo,False,True,False,False
2025-11-10,2025,Novembro,11,2025-11,Q4,46,10,0,Segunda,True,False,False,False
2025-11-11,2025,Novembro,11,2025-11,Q4,46,11,1,Terça,True,False,False,False
2025-11-12,2025,Novembro,11,2025-11,Q4,46,12,2,Quarta,True,False,False,False
2025-11-13,2025,Novembro,11,2025-11,Q4,46,13,3,Quinta,True,False,False,False
2025-11-14,2025,Novembro,11,2025-11,Q4,46,14,4,Sexta,True,False,False,False
2025-11-15,2025,Novembro,11,2025-11,Q4,46,15,5,Sábado,False,True,False,False
2025-11-16,2025,Novembro,11,2025-11,Q4,46,16,6,Domingo,False,True,False,False
2025-11-17,2025,Novembro,11,2025-11,Q4,47,17,0,Segunda,True,False,False,False
2025-11-18,2025,Novembro,11,2025-11,Q4,47,18,1,Terça,True,False,False,False
2025-11-19,2025,Novembro,11,2025-11,Q4,47,19,2,Quarta,True,False,False,False
2025-11-20,2025,Novembro,11,2025-11,Q4,47,20,3,Quinta,True,False,False,False
2025-11-21,2025,Novembro,11,2025-11,Q4,47,21,4,Sexta,True,False,False,False
2025-11-22,2025,Novembro,11,2025-11,Q4,47,22,5,Sábado,False,True,False,False
2025-11-23,2025,Novembro,11,2025-11,Q4,47,23,6,Domingo,False,True,False,False
2025-11-24,2025,Novembro,11,2025-11,Q4,48,24,0,Segunda,True,False,False,False
2025-11-25,2025,Novembro,11,2025-11,Q4,48,25,1,Terça,True,False,False,False
2025-11-26,2025,Novembro,11,2025-11,Q4,48,26,2,Quarta,True,False,False,False
2025-11-27,2025,Novembro,11,2025-11,Q4,48,27,3,Quinta,True,False,False,False
2025-11-28,2025,Novembro,11,2025-11,Q4,48,28,4,Sexta,True,False,False,False
2025-11-29,2025,Novembro,11,2025-11,Q4,48,29,5,Sábado,False,True,False,False
2025-11-30,2025,Novembro,11,2025-11,Q4,48,30,6,Domingo,False,True,False,True
2025-12-01,2025,Dezembro,12,2025-12,Q4,49,1,0,Segunda,True,False,True,False
2025-12-02,2025,Dezembro,12,2025-12,Q4,49,2,1,Terça,True,False,False,False
2025-12-03,2025,Dezembro,12,2025-12,Q4,49,3,2,Quarta,True,False,False,False
2025-12-04,2025,Dezembro,12,2025-12,Q4,49,4,3,Quinta,True,False,False,False
2025-12-05,2025,Dezembro,12,2025-12,Q4,49,5,4,Sexta,True,False,False,False
2025-12-06,2025,Dezembro,12,2025-12,Q4,49,6,5,Sábado,False,True,False,False
2025-12-07,2025,Dezembro,12,2025-12,Q4,49,7,6,Domingo,False,True,False,False
2025-12-08,2025,Dezembro,12,2025-12,Q4,50,8,0,Segunda,True,False,False,False
2025-12-09,2025,Dezembro,12,2025-12,Q4,50,9,1,Terça,True,False,False,False
2025-12-10,2025,Dezembro,12,2025-12,Q4,50,10,2,Quarta,True,False,False,False
2025-12-11,2025,Dezembro,12,2025-12,Q4,50,11,3,Quinta,True,False,False,False
2025-12-12,2025,Dezembro,12,2025-12,Q4,50,12,4,Sexta,True,False,False,False
2025-12-13,2025,Dezembro,12,2025-12,Q4,50,13,5,Sábado,False,True,False,False
2025-12-14,2025,Dezembro,12,2025-12,Q4,50,14,6,Domingo,False,True,False,False
2025-12-15,2025,Dezembro,12,2025-12,Q4,51,15,0,Segunda,True,False,False,False
2025-12-16,2025,Dezembro,12,2025-12,Q4,51,16,1,Terça,True,False,False,False
2025-12-17,2025,Dezembro,12,2025-12,Q4,51,17,2,Quarta,True,False,False,False
2025-12-18,2025,Dezembro,12,2025-12,Q4,51,18,3,Quinta,True,False,False,False
2025-12-19,2025,Dezembro,12,2025-12,Q4,51,19,4,Sexta,True,False,False,False
2025-12-20,2025,Dezembro,12,2025-12,Q4,51,20,5,Sábado,False,True,False,False
2025-12-21,2025,Dezembro,12,2025-12,Q4,51,21,6,Domingo,False,True,False,False
2025-12-22,2025,Dezembro,12,2025-12,Q4,52,22,0,Segunda,True,False,False,False
2025-12-23,2025,Dezembro,12,2025-12,Q4,52,23,1,Terça,True,False,False,False
2025-12-24,2025,Dezembro,12,2025-12,Q4,52,24,2,Quarta,True,False,False,False
2025-12-25,2025,Dezembro,12,2025-12,Q4,52,25,3,Quinta,True,False,False,False
2025-12-26,2025,Dezembro,12,2025-12,Q4,52,26,4,Sexta,True,False,False,False
2025-12-27,2025,Dezembro,12,2025-12,Q4,52,27,5,Sábado,False,True,False,False
2025-12-28,2025,Dezembro,12,2025-12,Q4,52,28,6,Domingo,False,True,False,False
2025-12-29,2025,Dezembro,12,2025-12,Q4,1,29,0,Segunda,True,False,False,False
2025-12-30,2025,Dezembro,12,2025-12,Q4,1,30,1,Terça,True,False,False,False
2025-12-31,2025,Dezembro,12,2025-12,Q4,1,31,2,Quarta,True,False,False,True
